date_time,site,variable,value
2022-04-07T19:20:00Z,Kalauhaihai,pH,7.22
2022-04-07T19:30:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T19:30:00Z,Kalauhaihai,mv,-21.83
2022-04-07T19:30:00Z,Kalauhaihai,pH,7.22
2022-04-07T19:40:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T19:40:00Z,Kalauhaihai,mv,-21.88
2022-04-07T19:40:00Z,Kalauhaihai,pH,7.22
2022-04-07T19:50:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T19:50:00Z,Kalauhaihai,mv,-21.89
2022-04-07T19:50:00Z,Kalauhaihai,pH,7.22
2022-04-07T20:00:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T20:00:00Z,Kalauhaihai,mv,-21.92
2022-04-07T20:00:00Z,Kalauhaihai,pH,7.22
2022-04-07T20:10:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T20:10:00Z,Kalauhaihai,mv,-21.95
2022-04-07T20:10:00Z,Kalauhaihai,pH,7.22
2022-04-07T20:20:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T20:20:00Z,Kalauhaihai,mv,-21.97
2022-04-07T20:20:00Z,Kalauhaihai,pH,7.22
2022-04-07T20:30:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T20:30:00Z,Kalauhaihai,mv,-22
2022-04-07T20:30:00Z,Kalauhaihai,pH,7.23
2022-04-07T20:40:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T20:40:00Z,Kalauhaihai,mv,-22.03
2022-04-07T20:40:00Z,Kalauhaihai,pH,7.23
2022-04-07T20:50:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T20:50:00Z,Kalauhaihai,mv,-22.05
2022-04-07T20:50:00Z,Kalauhaihai,pH,7.23
2022-04-07T21:00:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T21:00:00Z,Kalauhaihai,mv,-22.08
2022-04-07T21:00:00Z,Kalauhaihai,pH,7.23
2022-04-07T21:10:00Z,Kalauhaihai,temp_celsius,22.86
2022-04-07T21:10:00Z,Kalauhaihai,mv,-22.13
2022-04-07T21:10:00Z,Kalauhaihai,pH,7.23
2022-04-07T21:20:00Z,Kalauhaihai,temp_celsius,22.86
2022-04-07T21:20:00Z,Kalauhaihai,mv,-22.14
2022-04-07T21:20:00Z,Kalauhaihai,pH,7.23
2022-04-07T21:30:00Z,Kalauhaihai,temp_celsius,22.86
2022-04-07T21:30:00Z,Kalauhaihai,mv,-22.17
2022-04-07T21:30:00Z,Kalauhaihai,pH,7.23
2022-04-07T21:40:00Z,Kalauhaihai,temp_celsius,22.86
2022-04-07T21:40:00Z,Kalauhaihai,mv,-22.22
2022-04-07T21:40:00Z,Kalauhaihai,pH,7.23
2022-04-07T21:50:00Z,Kalauhaihai,temp_celsius,22.86
2022-04-07T21:50:00Z,Kalauhaihai,mv,-22.24
2022-04-07T21:50:00Z,Kalauhaihai,pH,7.23
2022-04-07T22:00:00Z,Kalauhaihai,temp_celsius,22.86
2022-04-07T22:00:00Z,Kalauhaihai,mv,-22.27
2022-04-07T22:00:00Z,Kalauhaihai,pH,7.23
2022-04-07T22:10:00Z,Kalauhaihai,temp_celsius,22.86
2022-04-07T22:10:00Z,Kalauhaihai,mv,-22.28
2022-04-07T22:10:00Z,Kalauhaihai,pH,7.23
2022-04-07T22:20:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T22:20:00Z,Kalauhaihai,mv,-22.33
2022-04-07T22:20:00Z,Kalauhaihai,pH,7.23
2022-04-07T22:30:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T22:30:00Z,Kalauhaihai,mv,-22.34
2022-04-07T22:30:00Z,Kalauhaihai,pH,7.23
2022-04-07T22:40:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T22:40:00Z,Kalauhaihai,mv,-22.36
2022-04-07T22:40:00Z,Kalauhaihai,pH,7.23
2022-04-07T22:50:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T22:50:00Z,Kalauhaihai,mv,-22.38
2022-04-07T22:50:00Z,Kalauhaihai,pH,7.23
2022-04-07T23:00:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T23:00:00Z,Kalauhaihai,mv,-22.41
2022-04-07T23:00:00Z,Kalauhaihai,pH,7.23
2022-04-07T23:10:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T23:10:00Z,Kalauhaihai,mv,-22.44
2022-04-07T23:10:00Z,Kalauhaihai,pH,7.23
2022-04-07T23:20:00Z,Kalauhaihai,temp_celsius,22.84
2022-04-07T23:20:00Z,Kalauhaihai,mv,-22.45
2022-04-07T23:20:00Z,Kalauhaihai,pH,7.23
