"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/02/16","12:06","2.074","-","2.13"
"2023/02/16","12:12","2.061","-","2.16"
"2023/02/16","12:18","2.046","-","2.17"
"2023/02/16","12:24","2.029","-","2.15"
"2023/02/16","12:30","2.011","-","2.15"
"2023/02/16","12:36","1.99","-","2.12"
"2023/02/16","12:42","1.968","-","2.09"
"2023/02/16","12:48","1.944","-","2.08"
"2023/02/16","12:54","1.918","-","2.08"
"2023/02/16","13:00","1.891","-","2.03"
"2023/02/16","13:06","1.862","-","2.04"
"2023/02/16","13:12","1.831","-","2.02"
"2023/02/16","13:18","1.8","-","2"
"2023/02/16","13:24","1.767","-","1.92"
"2023/02/16","13:30","1.732","-","1.86"
"2023/02/16","13:36","1.697","-","1.88"
"2023/02/16","13:42","1.661","-","1.81"
"2023/02/16","13:48","1.623","-","1.78"
"2023/02/16","13:54","1.585","-","1.78"
"2023/02/16","14:00","1.545","-","1.73"
"2023/02/16","14:06","1.505","-","1.68"
"2023/02/16","14:12","1.465","-","1.64"
"2023/02/16","14:18","1.424","-","1.58"
"2023/02/16","14:24","1.382","-","1.56"
"2023/02/16","14:30","1.34","-","1.54"
"2023/02/16","14:36","1.297","-","1.5"
"2023/02/16","14:42","1.254","-","1.48"
"2023/02/16","14:48","1.211","-","1.43"
"2023/02/16","14:54","1.168","-","1.42"
"2023/02/16","15:00","1.124","-","1.36"
"2023/02/16","15:06","1.081","-","1.27"
"2023/02/16","15:12","1.038","-","1.38"
"2023/02/16","15:18","0.995","-","1.19"
"2023/02/16","15:24","0.952","-","1.18"
"2023/02/16","15:30","0.909","-","1.23"
"2023/02/16","15:36","0.867","-","1.16"
"2023/02/16","15:42","0.825","-","1.11"
"2023/02/16","15:48","0.784","-","1.04"
"2023/02/16","15:54","0.744","-","1.05"
"2023/02/16","16:00","0.704","-","1.01"
"2023/02/16","16:06","0.664","-","0.93"
"2023/02/16","16:12","0.626","-","0.92"
"2023/02/16","16:18","0.589","-","0.93"
"2023/02/16","16:24","0.552","-","0.85"
"2023/02/16","16:30","0.517","-","0.82"
"2023/02/16","16:36","0.482","-","0.8"
"2023/02/16","16:42","0.449","-","0.75"
"2023/02/16","16:48","0.417","-","0.69"
"2023/02/16","16:54","0.386","-","0.68"
"2023/02/16","17:00","0.356","-","0.66"
"2023/02/16","17:06","0.328","-","0.58"
"2023/02/16","17:12","0.301","-","0.59"
"2023/02/16","17:18","0.275","-","0.59"
"2023/02/16","17:24","0.251","-","0.52"
"2023/02/16","17:30","0.228","-","0.49"
"2023/02/16","17:36","0.207","-","0.48"
"2023/02/16","17:42","0.187","-","0.43"
"2023/02/16","17:48","0.169","-","0.39"
"2023/02/16","17:54","0.152","-","0.42"
"2023/02/16","18:00","0.136","-","0.41"
"2023/02/16","18:06","0.123","-","0.35"
"2023/02/16","18:12","0.11","-","0.35"
"2023/02/16","18:18","0.099","-","0.36"
"2023/02/16","18:24","0.09","-","0.34"
"2023/02/16","18:30","0.081","-","0.29"
"2023/02/16","18:36","0.075","-","0.33"
"2023/02/16","18:42","0.069","-","0.33"
"2023/02/16","18:48","0.065","-","0.3"
"2023/02/16","18:54","0.062","-","0.22"
"2023/02/16","19:00","0.061","-","0.31"
"2023/02/16","19:06","0.06","-","0.31"
"2023/02/16","19:12","0.061","-","0.3"
"2023/02/16","19:18","0.063","-","0.26"
"2023/02/16","19:24","0.066","-","0.27"
"2023/02/16","19:30","0.07","-","0.28"
"2023/02/16","19:36","0.075","-","0.21"
"2023/02/16","19:42","0.081","-","0.31"
"2023/02/16","19:48","0.087","-","0.27"
"2023/02/16","19:54","0.095","-","0.31"
"2023/02/16","20:00","0.103","-","0.29"
"2023/02/16","20:06","0.112","-","0.35"
"2023/02/16","20:12","0.122","-","0.3"
"2023/02/16","20:18","0.132","-","0.29"
"2023/02/16","20:24","0.142","-","0.38"
"2023/02/16","20:30","0.154","-","0.33"
"2023/02/16","20:36","0.165","-","0.32"
"2023/02/16","20:42","0.177","-","0.29"
"2023/02/16","20:48","0.19","-","0.37"
"2023/02/16","20:54","0.202","-","0.35"
"2023/02/16","21:00","0.215","-","0.3"
"2023/02/16","21:06","0.228","-","0.35"
"2023/02/16","21:12","0.241","-","0.39"
"2023/02/16","21:18","0.254","-","0.38"
"2023/02/16","21:24","0.267","-","0.37"
"2023/02/16","21:30","0.28","-","0.44"
"2023/02/16","21:36","0.293","-","0.43"
"2023/02/16","21:42","0.306","-","0.4"
"2023/02/16","21:48","0.318","-","0.38"
"2023/02/16","21:54","0.33","-","0.45"
"2023/02/16","22:00","0.342","-","0.38"
"2023/02/16","22:06","0.353","-","0.41"
"2023/02/16","22:12","0.364","-","0.48"
"2023/02/16","22:18","0.374","-","0.41"
"2023/02/16","22:24","0.384","-","0.38"
"2023/02/16","22:30","0.393","-","0.43"
"2023/02/16","22:36","0.401","-","0.39"
"2023/02/16","22:42","0.408","-","0.4"
"2023/02/16","22:48","0.414","-","0.42"
"2023/02/16","22:54","0.42","-","0.44"
"2023/02/16","23:00","0.425","-","0.47"
"2023/02/16","23:06","0.428","-","0.42"
"2023/02/16","23:12","0.431","-","0.4"
"2023/02/16","23:18","0.432","-","0.45"
"2023/02/16","23:24","0.433","-","0.41"
"2023/02/16","23:30","0.432","-","0.39"
"2023/02/16","23:36","0.43","-","0.4"
"2023/02/16","23:42","0.428","-","0.4"
"2023/02/16","23:48","0.424","-","0.44"
"2023/02/16","23:54","0.418","-","0.34"
"2023/02/17","00:00","0.412","-","0.36"
"2023/02/17","00:06","0.405","-","0.37"
"2023/02/17","00:12","0.396","-","0.34"
"2023/02/17","00:18","0.387","-","0.34"
"2023/02/17","00:24","0.376","-","0.35"
"2023/02/17","00:30","0.364","-","0.39"
"2023/02/17","00:36","0.351","-","0.36"
"2023/02/17","00:42","0.338","-","0.4"
"2023/02/17","00:48","0.323","-","0.36"
"2023/02/17","00:54","0.308","-","0.34"
"2023/02/17","01:00","0.292","-","0.34"
"2023/02/17","01:06","0.275","-","0.34"
"2023/02/17","01:12","0.257","-","0.34"
"2023/02/17","01:18","0.239","-","0.31"
"2023/02/17","01:24","0.22","-","0.36"
"2023/02/17","01:30","0.201","-","0.27"
"2023/02/17","01:36","0.181","-","0.3"
"2023/02/17","01:42","0.161","-","0.29"
"2023/02/17","01:48","0.141","-","0.27"
"2023/02/17","01:54","0.12","-","0.25"
"2023/02/17","02:00","0.099","-","0.21"
"2023/02/17","02:06","0.079","-","0.27"
"2023/02/17","02:12","0.058","-","0.23"
"2023/02/17","02:18","0.037","-","0.17"
"2023/02/17","02:24","0.017","-","0.19"
"2023/02/17","02:30","-0.003","-","0.3"
"2023/02/17","02:36","-0.023","-","0.19"
"2023/02/17","02:42","-0.043","-","0.13"
"2023/02/17","02:48","-0.062","-","0.17"
"2023/02/17","02:54","-0.081","-","0.19"
"2023/02/17","03:00","-0.099","-","0.17"
"2023/02/17","03:06","-0.117","-","0.16"
"2023/02/17","03:12","-0.134","-","0.17"
"2023/02/17","03:18","-0.15","-","0.16"
"2023/02/17","03:24","-0.165","-","0.09"
"2023/02/17","03:30","-0.18","-","0.06"
"2023/02/17","03:36","-0.193","-","0.12"
"2023/02/17","03:42","-0.206","-","0.06"
"2023/02/17","03:48","-0.217","-","-0.01"
"2023/02/17","03:54","-0.228","-","0.05"
"2023/02/17","04:00","-0.237","-","0.02"
"2023/02/17","04:06","-0.246","-","0"
"2023/02/17","04:12","-0.253","-","0.02"
"2023/02/17","04:18","-0.258","-","-0.01"
"2023/02/17","04:24","-0.263","-","0.02"
"2023/02/17","04:30","-0.265","-","0.01"
"2023/02/17","04:36","-0.267","-","-0.06"
"2023/02/17","04:42","-0.267","-","-0.04"
"2023/02/17","04:48","-0.265","-","0"
"2023/02/17","04:54","-0.262","-","-0.06"
"2023/02/17","05:00","-0.258","-","-0.05"
"2023/02/17","05:06","-0.251","-","0.01"
"2023/02/17","05:12","-0.243","-","0"
"2023/02/17","05:18","-0.234","-","0.05"
"2023/02/17","05:24","-0.222","-","0"
"2023/02/17","05:30","-0.209","-","0.05"
"2023/02/17","05:36","-0.194","-","0.08"
"2023/02/17","05:42","-0.177","-","0.08"
"2023/02/17","05:48","-0.159","-","0.06"
"2023/02/17","05:54","-0.139","-","0.11"
"2023/02/17","06:00","-0.117","-","0.14"
"2023/02/17","06:06","-0.093","-","0.12"
"2023/02/17","06:12","-0.067","-","0.15"
"2023/02/17","06:18","-0.04","-","0.22"
"2023/02/17","06:24","-0.011","-","0.2"
"2023/02/17","06:30","0.02","-","0.2"
"2023/02/17","06:36","0.052","-","0.3"
"2023/02/17","06:42","0.086","-","0.3"
"2023/02/17","06:48","0.121","-","0.35"
"2023/02/17","06:54","0.158","-","0.37"
"2023/02/17","07:00","0.197","-","0.4"
"2023/02/17","07:06","0.237","-","0.4"
"2023/02/17","07:12","0.278","-","0.48"
"2023/02/17","07:18","0.32","-","0.51"
"2023/02/17","07:24","0.364","-","0.53"
"2023/02/17","07:30","0.409","-","0.61"
"2023/02/17","07:36","0.455","-","0.62"
"2023/02/17","07:42","0.501","-","0.68"
"2023/02/17","07:48","0.549","-","0.73"
"2023/02/17","07:54","0.598","-","0.77"
"2023/02/17","08:00","0.647","-","0.77"
"2023/02/17","08:06","0.697","-","0.85"
"2023/02/17","08:12","0.748","-","0.9"
"2023/02/17","08:18","0.799","-","0.94"
"2023/02/17","08:24","0.851","-","0.98"
"2023/02/17","08:30","0.903","-","1.08"
"2023/02/17","08:36","0.955","-","1.09"
"2023/02/17","08:42","1.007","-","1.17"
"2023/02/17","08:48","1.06","-","1.22"
"2023/02/17","08:54","1.112","-","1.25"
"2023/02/17","09:00","1.164","-","1.3"
"2023/02/17","09:06","1.217","-","1.29"
"2023/02/17","09:12","1.268","-","1.37"
"2023/02/17","09:18","1.32","-","1.46"
"2023/02/17","09:24","1.371","-","1.43"
"2023/02/17","09:30","1.422","-","1.47"
"2023/02/17","09:36","1.472","-","1.57"
"2023/02/17","09:42","1.521","-","1.59"
"2023/02/17","09:48","1.569","-","1.62"
"2023/02/17","09:54","1.617","-","1.68"
"2023/02/17","10:00","1.663","-","1.76"
"2023/02/17","10:06","1.709","-","1.73"
"2023/02/17","10:12","1.753","-","1.8"
"2023/02/17","10:18","1.796","-","1.88"
"2023/02/17","10:24","1.838","-","1.88"
"2023/02/17","10:30","1.878","-","1.93"
"2023/02/17","10:36","1.917","-","1.97"
"2023/02/17","10:42","1.954","-","2.02"
"2023/02/17","10:48","1.989","-","2.02"
"2023/02/17","10:54","2.022","-","2.07"
"2023/02/17","11:00","2.054","-","2.1"
"2023/02/17","11:06","2.084","-","2.13"
"2023/02/17","11:12","2.111","-","2.12"
"2023/02/17","11:18","2.137","-","2.17"
"2023/02/17","11:24","2.16","-","2.18"
"2023/02/17","11:30","2.181","-","2.19"
"2023/02/17","11:36","2.2","-","2.24"
"2023/02/17","11:42","2.216","-","2.22"
"2023/02/17","11:48","2.23","-","2.22"
"2023/02/17","11:54","2.242","-","2.27"
"2023/02/17","12:00","2.251","-","2.23"
"2023/02/17","12:06","2.258","-","2.26"
"2023/02/17","12:12","2.262","-","2.3"
"2023/02/17","12:18","2.264","-","2.3"
"2023/02/17","12:24","2.263","-","2.29"
"2023/02/17","12:30","2.26","-","2.28"
"2023/02/17","12:36","2.254","-","2.28"
"2023/02/17","12:42","2.245","-","2.29"
"2023/02/17","12:48","2.235","-","2.27"
"2023/02/17","12:54","2.221","-","2.33"
"2023/02/17","13:00","2.206","-","2.29"
"2023/02/17","13:06","2.188","-","2.28"
"2023/02/17","13:12","2.168","-","2.29"
"2023/02/17","13:18","2.145","-","2.27"
"2023/02/17","13:24","2.121","-","2.25"
"2023/02/17","13:30","2.094","-","2.23"
"2023/02/17","13:36","2.065","-","2.22"
"2023/02/17","13:42","2.035","-","2.22"
"2023/02/17","13:48","2.002","-","2.17"
"2023/02/17","13:54","1.968","-","2.17"
"2023/02/17","14:00","1.932","-","2.14"
"2023/02/17","14:06","1.894","-","2.09"
"2023/02/17","14:12","1.855","-","2.13"
"2023/02/17","14:18","1.814","-","2.08"
"2023/02/17","14:24","1.773","-","2.06"
"2023/02/17","14:30","1.729","-","1.99"
"2023/02/17","14:36","1.685","-","2.02"
"2023/02/17","14:42","1.64","-","1.97"
"2023/02/17","14:48","1.594","-","1.85"
"2023/02/17","14:54","1.547","-","1.87"
"2023/02/17","15:00","1.499","-","1.81"
"2023/02/17","15:06","1.451","-","1.7"
"2023/02/17","15:12","1.402","-","1.72"
"2023/02/17","15:18","1.352","-","1.65"
"2023/02/17","15:24","1.302","-","1.57"
"2023/02/17","15:30","1.252","-","1.52"
"2023/02/17","15:36","1.202","-","1.53"
"2023/02/17","15:42","1.152","-","1.38"
"2023/02/17","15:48","1.101","-","1.35"
"2023/02/17","15:54","1.051","-","1.3"
"2023/02/17","16:00","1.001","-","1.26"
"2023/02/17","16:06","0.951","-","1.21"
"2023/02/17","16:12","0.902","-","1.15"
"2023/02/17","16:18","0.853","-","1.06"
"2023/02/17","16:24","0.804","-","1.05"
"2023/02/17","16:30","0.757","-","0.96"
"2023/02/17","16:36","0.71","-","0.95"
"2023/02/17","16:42","0.663","-","0.95"
"2023/02/17","16:48","0.618","-","0.84"
"2023/02/17","16:54","0.574","-","0.8"
"2023/02/17","17:00","0.53","-","0.8"
"2023/02/17","17:06","0.488","-","0.73"
"2023/02/17","17:12","0.447","-","0.66"
"2023/02/17","17:18","0.408","-","0.65"
"2023/02/17","17:24","0.369","-","0.64"
"2023/02/17","17:30","0.332","-","0.58"
"2023/02/17","17:36","0.297","-","0.5"
"2023/02/17","17:42","0.263","-","0.52"
"2023/02/17","17:48","0.23","-","0.49"
"2023/02/17","17:54","0.2","-","0.4"
"2023/02/17","18:00","0.171","-","0.42"
"2023/02/17","18:06","0.143","-","0.4"
"2023/02/17","18:12","0.118","-","0.37"
"2023/02/17","18:18","0.094","-","0.32"
"2023/02/17","18:24","0.072","-","0.36"
"2023/02/17","18:30","0.051","-","0.37"
"2023/02/17","18:36","0.033","-","0.28"
"2023/02/17","18:42","0.016","-","0.22"
"2023/02/17","18:48","0.002","-","0.29"
"2023/02/17","18:54","-0.011","-","0.3"
"2023/02/17","19:00","-0.023","-","0.2"
"2023/02/17","19:06","-0.032","-","0.2"
"2023/02/17","19:12","-0.04","-","0.26"
"2023/02/17","19:18","-0.046","-","0.25"
"2023/02/17","19:24","-0.05","-","0.18"
"2023/02/17","19:30","-0.052","-","0.18"
"2023/02/17","19:36","-0.053","-","0.2"
"2023/02/17","19:42","-0.052","-","0.18"
"2023/02/17","19:48","-0.05","-","0.18"
"2023/02/17","19:54","-0.047","-","0.19"
"2023/02/17","20:00","-0.041","-","0.18"
"2023/02/17","20:06","-0.035","-","0.18"
"2023/02/17","20:12","-0.027","-","0.18"
"2023/02/17","20:18","-0.018","-","0.17"
"2023/02/17","20:24","-0.008","-","0.16"
"2023/02/17","20:30","0.003","-","0.16"
"2023/02/17","20:36","0.016","-","0.19"
"2023/02/17","20:42","0.029","-","0.19"
"2023/02/17","20:48","0.043","-","0.18"
"2023/02/17","20:54","0.059","-","0.19"
"2023/02/17","21:00","0.074","-","0.24"
"2023/02/17","21:06","0.091","-","0.21"
"2023/02/17","21:12","0.108","-","0.21"
"2023/02/17","21:18","0.126","-","0.24"
"2023/02/17","21:24","0.144","-","0.22"
"2023/02/17","21:30","0.163","-","0.25"
"2023/02/17","21:36","0.182","-","0.29"
"2023/02/17","21:42","0.201","-","0.29"
"2023/02/17","21:48","0.221","-","0.28"
"2023/02/17","21:54","0.241","-","0.26"
"2023/02/17","22:00","0.26","-","0.31"
"2023/02/17","22:06","0.28","-","0.32"
"2023/02/17","22:12","0.299","-","0.33"
"2023/02/17","22:18","0.319","-","0.37"
"2023/02/17","22:24","0.338","-","0.39"
"2023/02/17","22:30","0.357","-","0.41"
"2023/02/17","22:36","0.375","-","0.39"
"2023/02/17","22:42","0.393","-","0.41"
"2023/02/17","22:48","0.41","-","0.43"
"2023/02/17","22:54","0.427","-","0.42"
"2023/02/17","23:00","0.442","-","0.44"
"2023/02/17","23:06","0.458","-","0.49"
"2023/02/17","23:12","0.472","-","0.48"
"2023/02/17","23:18","0.485","-","0.49"
"2023/02/17","23:24","0.497","-","0.48"
"2023/02/17","23:30","0.509","-","0.47"
"2023/02/17","23:36","0.519","-","0.42"
"2023/02/17","23:42","0.528","-","0.5"
"2023/02/17","23:48","0.535","-","0.51"
"2023/02/17","23:54","0.542","-","0.5"
"2023/02/18","00:00","0.547","-","0.48"
"2023/02/18","00:06","0.55","-","0.5"
"2023/02/18","00:12","0.553","-","0.49"
"2023/02/18","00:18","0.553","-","0.45"
"2023/02/18","00:24","0.553","-","0.48"
"2023/02/18","00:30","0.551","-","0.47"
"2023/02/18","00:36","0.547","-","0.51"
"2023/02/18","00:42","0.542","-","0.49"
"2023/02/18","00:48","0.535","-","0.48"
"2023/02/18","00:54","0.528","-","0.46"
"2023/02/18","01:00","0.518","-","0.48"
"2023/02/18","01:06","0.507","-","0.49"
"2023/02/18","01:12","0.495","-","0.51"
"2023/02/18","01:18","0.481","-","0.5"
"2023/02/18","01:24","0.467","-","0.52"
"2023/02/18","01:30","0.45","-","0.52"
"2023/02/18","01:36","0.433","-","0.51"
"2023/02/18","01:42","0.415","-","0.48"
"2023/02/18","01:48","0.395","-","0.49"
"2023/02/18","01:54","0.375","-","0.51"
"2023/02/18","02:00","0.353","-","0.48"
"2023/02/18","02:06","0.331","-","0.51"
"2023/02/18","02:12","0.308","-","0.48"
"2023/02/18","02:18","0.284","-","0.5"
"2023/02/18","02:24","0.26","-","0.5"
"2023/02/18","02:30","0.235","-","0.45"
"2023/02/18","02:36","0.209","-","0.42"
"2023/02/18","02:42","0.184","-","0.4"
"2023/02/18","02:48","0.158","-","0.37"
"2023/02/18","02:54","0.131","-","0.36"
"2023/02/18","03:00","0.105","-","0.32"
"2023/02/18","03:06","0.079","-","0.31"
"2023/02/18","03:12","0.053","-","0.28"
"2023/02/18","03:18","0.027","-","0.28"
"2023/02/18","03:24","0.001","-","0.27"
"2023/02/18","03:30","-0.025","-","0.22"
"2023/02/18","03:36","-0.05","-","0.21"
"2023/02/18","03:42","-0.074","-","0.19"
"2023/02/18","03:48","-0.098","-","0.18"
"2023/02/18","03:54","-0.122","-","0.13"
"2023/02/18","04:00","-0.144","-","0.13"
"2023/02/18","04:06","-0.166","-","0.12"
"2023/02/18","04:12","-0.187","-","0.11"
"2023/02/18","04:18","-0.207","-","0.06"
"2023/02/18","04:24","-0.226","-","0.07"
"2023/02/18","04:30","-0.244","-","0.09"
"2023/02/18","04:36","-0.261","-","0.03"
"2023/02/18","04:42","-0.276","-","0.02"
"2023/02/18","04:48","-0.291","-","0.01"
"2023/02/18","04:54","-0.303","-","-0.01"
"2023/02/18","05:00","-0.315","-","-0.05"
"2023/02/18","05:06","-0.325","-","-0.04"
"2023/02/18","05:12","-0.333","-","-0.06"
"2023/02/18","05:18","-0.34","-","-0.06"
"2023/02/18","05:24","-0.345","-","-0.09"
"2023/02/18","05:30","-0.349","-","-0.11"
"2023/02/18","05:36","-0.35","-","-0.09"
"2023/02/18","05:42","-0.35","-","-0.1"
"2023/02/18","05:48","-0.348","-","-0.09"
"2023/02/18","05:54","-0.345","-","-0.1"
"2023/02/18","06:00","-0.339","-","-0.08"
"2023/02/18","06:06","-0.331","-","-0.07"
"2023/02/18","06:12","-0.321","-","-0.05"
"2023/02/18","06:18","-0.309","-","-0.04"
"2023/02/18","06:24","-0.296","-","-0.03"
"2023/02/18","06:30","-0.28","-","0"
"2023/02/18","06:36","-0.262","-","0.01"
"2023/02/18","06:42","-0.242","-","0"
"2023/02/18","06:48","-0.22","-","0.03"
"2023/02/18","06:54","-0.196","-","0.09"
"2023/02/18","07:00","-0.169","-","0.09"
"2023/02/18","07:06","-0.141","-","0.11"
"2023/02/18","07:12","-0.111","-","0.13"
"2023/02/18","07:18","-0.079","-","0.21"
"2023/02/18","07:24","-0.045","-","0.24"
"2023/02/18","07:30","-0.009","-","0.23"
"2023/02/18","07:36","0.029","-","0.3"
"2023/02/18","07:42","0.068","-","0.36"
"2023/02/18","07:48","0.109","-","0.39"
"2023/02/18","07:54","0.152","-","0.41"
"2023/02/18","08:00","0.196","-","0.46"
"2023/02/18","08:06","0.242","-","0.51"
"2023/02/18","08:12","0.29","-","0.53"
"2023/02/18","08:18","0.338","-","0.56"
"2023/02/18","08:24","0.388","-","0.61"
"2023/02/18","08:30","0.439","-","0.67"
"2023/02/18","08:36","0.492","-","0.68"
"2023/02/18","08:42","0.545","-","0.73"
"2023/02/18","08:48","0.599","-","0.8"
"2023/02/18","08:54","0.654","-","0.83"
"2023/02/18","09:00","0.709","-","0.85"
"2023/02/18","09:06","0.766","-","0.89"
"2023/02/18","09:12","0.822","-","0.96"
"2023/02/18","09:18","0.88","-","0.99"
"2023/02/18","09:24","0.937","-","1.06"
"2023/02/18","09:30","0.995","-","1.06"
"2023/02/18","09:36","1.053","-","1.18"
"2023/02/18","09:42","1.11","-","1.2"
"2023/02/18","09:48","1.168","-","1.2"
"2023/02/18","09:54","1.225","-","1.32"
"2023/02/18","10:00","1.283","-","1.34"
"2023/02/18","10:06","1.339","-","1.4"
"2023/02/18","10:12","1.396","-","1.42"
"2023/02/18","10:18","1.451","-","1.48"
"2023/02/18","10:24","1.506","-","1.51"
"2023/02/18","10:30","1.56","-","1.54"
"2023/02/18","10:36","1.613","-","1.59"
"2023/02/18","10:42","1.665","-","1.66"
"2023/02/18","10:48","1.716","-","1.75"
"2023/02/18","10:54","1.766","-","1.79"
"2023/02/18","11:00","1.814","-","1.83"
"2023/02/18","11:06","1.861","-","1.87"
"2023/02/18","11:12","1.906","-","1.92"
"2023/02/18","11:18","1.949","-","1.91"
"2023/02/18","11:24","1.991","-","2"
"2023/02/18","11:30","2.031","-","2.03"
"2023/02/18","11:36","2.069","-","2.05"
"2023/02/18","11:42","2.105","-","2.11"
"2023/02/18","11:48","2.138","-","2.12"
"2023/02/18","11:54","2.17","-","2.14"
"2023/02/18","12:00","2.199","-","2.13"
"2023/02/18","12:06","2.225","-","2.19"
"2023/02/18","12:12","2.25","-","2.21"
"2023/02/18","12:18","2.271","-","2.26"
"2023/02/18","12:24","2.29","-","2.25"
"2023/02/18","12:30","2.307","-","2.3"
"2023/02/18","12:36","2.321","-","2.32"
"2023/02/18","12:42","2.332","-","2.31"
"2023/02/18","12:48","2.34","-","2.33"
"2023/02/18","12:54","2.345","-","2.32"
"2023/02/18","13:00","2.348","-","2.33"
"2023/02/18","13:06","2.348","-","2.3"
"2023/02/18","13:12","2.345","-","2.33"
"2023/02/18","13:18","2.339","-","2.36"
"2023/02/18","13:24","2.331","-","2.32"
"2023/02/18","13:30","2.32","-","2.34"
"2023/02/18","13:36","2.306","-","2.33"
"2023/02/18","13:42","2.289","-","2.28"
"2023/02/18","13:48","2.27","-","2.29"
"2023/02/18","13:54","2.248","-","2.3"
"2023/02/18","14:00","2.224","-","2.25"
"2023/02/18","14:06","2.197","-","2.21"
"2023/02/18","14:12","2.168","-","2.24"
"2023/02/18","14:18","2.137","-","2.22"
"2023/02/18","14:24","2.103","-","2.14"
"2023/02/18","14:30","2.068","-","2.11"
"2023/02/18","14:36","2.03","-","2.14"
"2023/02/18","14:42","1.99","-","2.03"
"2023/02/18","14:48","1.949","-","2.01"
"2023/02/18","14:54","1.906","-","2"
"2023/02/18","15:00","1.861","-","1.96"
"2023/02/18","15:06","1.815","-","1.9"
"2023/02/18","15:12","1.768","-","1.88"
"2023/02/18","15:18","1.719","-","1.84"
"2023/02/18","15:24","1.669","-","1.77"
"2023/02/18","15:30","1.618","-","1.74"
"2023/02/18","15:36","1.566","-","1.69"
"2023/02/18","15:42","1.514","-","1.69"
"2023/02/18","15:48","1.46","-","1.63"
"2023/02/18","15:54","1.406","-","1.57"
"2023/02/18","16:00","1.352","-","1.5"
"2023/02/18","16:06","1.297","-","1.48"
"2023/02/18","16:12","1.242","-","1.38"
"2023/02/18","16:18","1.187","-","1.37"
"2023/02/18","16:24","1.131","-","1.32"
"2023/02/18","16:30","1.076","-","1.25"
"2023/02/18","16:36","1.021","-","1.19"
"2023/02/18","16:42","0.966","-","1.16"
"2023/02/18","16:48","0.912","-","1.09"
"2023/02/18","16:54","0.858","-","1.02"
"2023/02/18","17:00","0.805","-","1"
"2023/02/18","17:06","0.752","-","0.95"
"2023/02/18","17:12","0.7","-","0.91"
"2023/02/18","17:18","0.649","-","0.84"
"2023/02/18","17:24","0.599","-","0.81"
"2023/02/18","17:30","0.55","-","0.77"
"2023/02/18","17:36","0.502","-","0.66"
"2023/02/18","17:42","0.455","-","0.63"
"2023/02/18","17:48","0.41","-","0.66"
"2023/02/18","17:54","0.366","-","0.55"
"2023/02/18","18:00","0.324","-","0.5"
"2023/02/18","18:06","0.283","-","0.47"
"2023/02/18","18:12","0.244","-","0.47"
"2023/02/18","18:18","0.206","-","0.4"
"2023/02/18","18:24","0.17","-","0.33"
"2023/02/18","18:30","0.136","-","0.36"
"2023/02/18","18:36","0.104","-","0.33"
"2023/02/18","18:42","0.074","-","0.29"
"2023/02/18","18:48","0.046","-","0.25"
"2023/02/18","18:54","0.019","-","0.27"
"2023/02/18","19:00","-0.005","-","0.23"
"2023/02/18","19:06","-0.027","-","0.2"
"2023/02/18","19:12","-0.047","-","0.23"
"2023/02/18","19:18","-0.065","-","0.19"
"2023/02/18","19:24","-0.081","-","0.18"
"2023/02/18","19:30","-0.095","-","0.16"
"2023/02/18","19:36","-0.106","-","0.12"
"2023/02/18","19:42","-0.116","-","0.1"
"2023/02/18","19:48","-0.124","-","0.12"
"2023/02/18","19:54","-0.129","-","0.1"
"2023/02/18","20:00","-0.132","-","0.09"
"2023/02/18","20:06","-0.134","-","0.06"
"2023/02/18","20:12","-0.134","-","0.05"
"2023/02/18","20:18","-0.131","-","0.04"
"2023/02/18","20:24","-0.127","-","0.05"
"2023/02/18","20:30","-0.121","-","0.04"
"2023/02/18","20:36","-0.113","-","0.07"
"2023/02/18","20:42","-0.104","-","0.06"
"2023/02/18","20:48","-0.093","-","0.01"
"2023/02/18","20:54","-0.081","-","0.05"
"2023/02/18","21:00","-0.067","-","0.05"
"2023/02/18","21:06","-0.052","-","0.04"
"2023/02/18","21:12","-0.035","-","0.06"
"2023/02/18","21:18","-0.017","-","0.12"
"2023/02/18","21:24","0.002","-","0.11"
"2023/02/18","21:30","0.022","-","0.09"
"2023/02/18","21:36","0.043","-","0.12"
"2023/02/18","21:42","0.064","-","0.14"
"2023/02/18","21:48","0.087","-","0.16"
"2023/02/18","21:54","0.11","-","0.18"
"2023/02/18","22:00","0.134","-","0.17"
"2023/02/18","22:06","0.159","-","0.17"
"2023/02/18","22:12","0.184","-","0.2"
"2023/02/18","22:18","0.209","-","0.24"
"2023/02/18","22:24","0.234","-","0.25"
"2023/02/18","22:30","0.26","-","0.29"
"2023/02/18","22:36","0.286","-","0.3"
"2023/02/18","22:42","0.312","-","0.33"
"2023/02/18","22:48","0.337","-","0.3"
"2023/02/18","22:54","0.363","-","0.33"
"2023/02/18","23:00","0.388","-","0.36"
"2023/02/18","23:06","0.413","-","0.37"
"2023/02/18","23:12","0.438","-","0.37"
"2023/02/18","23:18","0.462","-","0.38"
"2023/02/18","23:24","0.485","-","0.41"
"2023/02/18","23:30","0.507","-","0.43"
"2023/02/18","23:36","0.529","-","0.47"
"2023/02/18","23:42","0.55","-","0.46"
"2023/02/18","23:48","0.57","-","0.47"
"2023/02/18","23:54","0.589","-","0.5"
"2023/02/19","00:00","0.607","-","0.48"
"2023/02/19","00:06","0.623","-","0.55"
