"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/02/19","00:12","0.639","-","0.57"
"2023/02/19","00:18","0.653","-","0.54"
"2023/02/19","00:24","0.665","-","0.55"
"2023/02/19","00:30","0.676","-","0.6"
"2023/02/19","00:36","0.686","-","0.62"
"2023/02/19","00:42","0.694","-","0.58"
"2023/02/19","00:48","0.7","-","0.63"
"2023/02/19","00:54","0.705","-","0.65"
"2023/02/19","01:00","0.708","-","0.63"
"2023/02/19","01:06","0.709","-","0.6"
"2023/02/19","01:12","0.709","-","0.64"
"2023/02/19","01:18","0.706","-","0.65"
"2023/02/19","01:24","0.702","-","0.63"
"2023/02/19","01:30","0.696","-","0.65"
"2023/02/19","01:36","0.689","-","0.67"
"2023/02/19","01:42","0.68","-","0.66"
"2023/02/19","01:48","0.669","-","0.63"
"2023/02/19","01:54","0.656","-","0.59"
"2023/02/19","02:00","0.642","-","0.64"
"2023/02/19","02:06","0.626","-","0.61"
"2023/02/19","02:12","0.608","-","0.61"
"2023/02/19","02:18","0.589","-","0.6"
"2023/02/19","02:24","0.569","-","0.63"
"2023/02/19","02:30","0.547","-","0.6"
"2023/02/19","02:36","0.524","-","0.56"
"2023/02/19","02:42","0.5","-","0.53"
"2023/02/19","02:48","0.475","-","0.54"
"2023/02/19","02:54","0.448","-","0.53"
"2023/02/19","03:00","0.421","-","0.49"
"2023/02/19","03:06","0.393","-","0.48"
"2023/02/19","03:12","0.364","-","0.47"
"2023/02/19","03:18","0.335","-","0.47"
"2023/02/19","03:24","0.305","-","0.44"
"2023/02/19","03:30","0.274","-","0.42"
"2023/02/19","03:36","0.243","-","0.39"
"2023/02/19","03:42","0.212","-","0.36"
"2023/02/19","03:48","0.181","-","0.31"
"2023/02/19","03:54","0.15","-","0.3"
"2023/02/19","04:00","0.118","-","0.27"
"2023/02/19","04:06","0.087","-","0.25"
"2023/02/19","04:12","0.056","-","0.24"
"2023/02/19","04:18","0.026","-","0.2"
"2023/02/19","04:24","-0.004","-","0.14"
"2023/02/19","04:30","-0.034","-","0.15"
"2023/02/19","04:36","-0.063","-","0.11"
"2023/02/19","04:42","-0.091","-","0.09"
"2023/02/19","04:48","-0.118","-","0.06"
"2023/02/19","04:54","-0.145","-","0.04"
"2023/02/19","05:00","-0.17","-","0"
"2023/02/19","05:06","-0.195","-","-0.03"
"2023/02/19","05:12","-0.218","-","-0.04"
"2023/02/19","05:18","-0.24","-","-0.06"
"2023/02/19","05:24","-0.261","-","-0.06"
"2023/02/19","05:30","-0.281","-","-0.07"
"2023/02/19","05:36","-0.299","-","-0.14"
"2023/02/19","05:42","-0.315","-","-0.14"
"2023/02/19","05:48","-0.33","-","-0.1"
"2023/02/19","05:54","-0.344","-","-0.16"
"2023/02/19","06:00","-0.355","-","-0.17"
"2023/02/19","06:06","-0.365","-","-0.19"
"2023/02/19","06:12","-0.373","-","-0.16"
"2023/02/19","06:18","-0.379","-","-0.18"
"2023/02/19","06:24","-0.383","-","-0.17"
"2023/02/19","06:30","-0.386","-","-0.18"
"2023/02/19","06:36","-0.386","-","-0.19"
"2023/02/19","06:42","-0.384","-","-0.22"
"2023/02/19","06:48","-0.38","-","-0.23"
"2023/02/19","06:54","-0.373","-","-0.21"
"2023/02/19","07:00","-0.365","-","-0.23"
"2023/02/19","07:06","-0.354","-","-0.21"
"2023/02/19","07:12","-0.341","-","-0.18"
"2023/02/19","07:18","-0.326","-","-0.18"
"2023/02/19","07:24","-0.308","-","-0.19"
"2023/02/19","07:30","-0.289","-","-0.17"
"2023/02/19","07:36","-0.267","-","-0.16"
"2023/02/19","07:42","-0.243","-","-0.1"
"2023/02/19","07:48","-0.216","-","-0.06"
"2023/02/19","07:54","-0.188","-","-0.05"
"2023/02/19","08:00","-0.157","-","-0.02"
"2023/02/19","08:06","-0.124","-","0.03"
"2023/02/19","08:12","-0.089","-","0.05"
"2023/02/19","08:18","-0.052","-","0.06"
"2023/02/19","08:24","-0.013","-","0.11"
"2023/02/19","08:30","0.028","-","0.13"
"2023/02/19","08:36","0.071","-","0.19"
"2023/02/19","08:42","0.116","-","0.24"
"2023/02/19","08:48","0.162","-","0.24"
"2023/02/19","08:54","0.21","-","0.28"
"2023/02/19","09:00","0.259","-","0.33"
"2023/02/19","09:06","0.31","-","0.36"
"2023/02/19","09:12","0.362","-","0.38"
"2023/02/19","09:18","0.416","-","0.46"
"2023/02/19","09:24","0.47","-","0.48"
"2023/02/19","09:30","0.526","-","0.53"
"2023/02/19","09:36","0.583","-","0.6"
"2023/02/19","09:42","0.64","-","0.62"
"2023/02/19","09:48","0.698","-","0.64"
"2023/02/19","09:54","0.757","-","0.76"
"2023/02/19","10:00","0.816","-","0.81"
"2023/02/19","10:06","0.876","-","0.85"
"2023/02/19","10:12","0.936","-","0.93"
"2023/02/19","10:18","0.996","-","1"
"2023/02/19","10:24","1.056","-","1.03"
"2023/02/19","10:30","1.116","-","1.07"
"2023/02/19","10:36","1.176","-","1.14"
"2023/02/19","10:42","1.236","-","1.2"
"2023/02/19","10:48","1.295","-","1.23"
"2023/02/19","10:54","1.354","-","1.31"
"2023/02/19","11:00","1.412","-","1.38"
"2023/02/19","11:06","1.469","-","1.4"
"2023/02/19","11:12","1.526","-","1.46"
"2023/02/19","11:18","1.581","-","1.49"
"2023/02/19","11:24","1.636","-","1.53"
"2023/02/19","11:30","1.689","-","1.57"
"2023/02/19","11:36","1.74","-","1.63"
"2023/02/19","11:42","1.791","-","1.68"
"2023/02/19","11:48","1.84","-","1.73"
"2023/02/19","11:54","1.887","-","1.74"
"2023/02/19","12:00","1.932","-","1.85"
"2023/02/19","12:06","1.976","-","1.84"
"2023/02/19","12:12","2.017","-","1.85"
"2023/02/19","12:18","2.057","-","1.93"
"2023/02/19","12:24","2.094","-","1.93"
"2023/02/19","12:30","2.129","-","1.93"
"2023/02/19","12:36","2.162","-","1.99"
"2023/02/19","12:42","2.192","-","2.05"
"2023/02/19","12:48","2.22","-","2.02"
"2023/02/19","12:54","2.245","-","2.07"
"2023/02/19","13:00","2.267","-","2.11"
"2023/02/19","13:06","2.287","-","2.13"
"2023/02/19","13:12","2.304","-","2.11"
"2023/02/19","13:18","2.318","-","2.17"
"2023/02/19","13:24","2.33","-","2.18"
"2023/02/19","13:30","2.338","-","2.18"
"2023/02/19","13:36","2.343","-","2.2"
"2023/02/19","13:42","2.346","-","2.23"
"2023/02/19","13:48","2.345","-","2.21"
"2023/02/19","13:54","2.342","-","2.21"
"2023/02/19","14:00","2.336","-","2.25"
"2023/02/19","14:06","2.327","-","2.23"
"2023/02/19","14:12","2.314","-","2.23"
"2023/02/19","14:18","2.299","-","2.26"
"2023/02/19","14:24","2.282","-","2.23"
"2023/02/19","14:30","2.261","-","2.25"
"2023/02/19","14:36","2.238","-","2.25"
"2023/02/19","14:42","2.212","-","2.19"
"2023/02/19","14:48","2.183","-","2.22"
"2023/02/19","14:54","2.152","-","2.2"
"2023/02/19","15:00","2.119","-","2.17"
"2023/02/19","15:06","2.083","-","2.19"
"2023/02/19","15:12","2.045","-","2.13"
"2023/02/19","15:18","2.005","-","2.09"
"2023/02/19","15:24","1.963","-","2.05"
"2023/02/19","15:30","1.919","-","2.02"
"2023/02/19","15:36","1.873","-","2"
"2023/02/19","15:42","1.826","-","1.95"
"2023/02/19","15:48","1.777","-","1.92"
"2023/02/19","15:54","1.727","-","1.88"
"2023/02/19","16:00","1.675","-","1.83"
"2023/02/19","16:06","1.623","-","1.74"
"2023/02/19","16:12","1.569","-","1.76"
"2023/02/19","16:18","1.514","-","1.68"
"2023/02/19","16:24","1.459","-","1.61"
"2023/02/19","16:30","1.403","-","1.57"
"2023/02/19","16:36","1.346","-","1.52"
"2023/02/19","16:42","1.289","-","1.42"
"2023/02/19","16:48","1.231","-","1.36"
"2023/02/19","16:54","1.174","-","1.34"
"2023/02/19","17:00","1.116","-","1.27"
"2023/02/19","17:06","1.058","-","1.18"
"2023/02/19","17:12","1.001","-","1.15"
"2023/02/19","17:18","0.944","-","1.08"
"2023/02/19","17:24","0.887","-","1.01"
"2023/02/19","17:30","0.83","-","0.95"
"2023/02/19","17:36","0.775","-","0.91"
"2023/02/19","17:42","0.72","-","0.81"
"2023/02/19","17:48","0.665","-","0.77"
"2023/02/19","17:54","0.612","-","0.73"
"2023/02/19","18:00","0.56","-","0.68"
"2023/02/19","18:06","0.509","-","0.64"
"2023/02/19","18:12","0.459","-","0.57"
"2023/02/19","18:18","0.41","-","0.52"
"2023/02/19","18:24","0.363","-","0.49"
"2023/02/19","18:30","0.317","-","0.42"
"2023/02/19","18:36","0.273","-","0.38"
"2023/02/19","18:42","0.231","-","0.35"
"2023/02/19","18:48","0.19","-","0.29"
"2023/02/19","18:54","0.151","-","0.26"
"2023/02/19","19:00","0.114","-","0.26"
"2023/02/19","19:06","0.078","-","0.22"
"2023/02/19","19:12","0.045","-","0.19"
"2023/02/19","19:18","0.014","-","0.18"
"2023/02/19","19:24","-0.015","-","0.15"
"2023/02/19","19:30","-0.042","-","0.12"
"2023/02/19","19:36","-0.066","-","0.11"
"2023/02/19","19:42","-0.089","-","0.12"
"2023/02/19","19:48","-0.109","-","0.08"
"2023/02/19","19:54","-0.127","-","0.06"
"2023/02/19","20:00","-0.142","-","0.07"
"2023/02/19","20:06","-0.156","-","0.03"
"2023/02/19","20:12","-0.167","-","-0.01"
"2023/02/19","20:18","-0.176","-","-0.04"
"2023/02/19","20:24","-0.182","-","-0.01"
"2023/02/19","20:30","-0.186","-","-0.05"
"2023/02/19","20:36","-0.188","-","-0.04"
"2023/02/19","20:42","-0.188","-","-0.06"
"2023/02/19","20:48","-0.186","-","-0.08"
"2023/02/19","20:54","-0.181","-","-0.09"
"2023/02/19","21:00","-0.175","-","-0.09"
"2023/02/19","21:06","-0.166","-","-0.11"
"2023/02/19","21:12","-0.156","-","-0.09"
"2023/02/19","21:18","-0.144","-","-0.11"
"2023/02/19","21:24","-0.129","-","-0.09"
"2023/02/19","21:30","-0.114","-","-0.09"
"2023/02/19","21:36","-0.096","-","-0.13"
"2023/02/19","21:42","-0.077","-","-0.06"
"2023/02/19","21:48","-0.057","-","-0.06"
"2023/02/19","21:54","-0.035","-","-0.06"
"2023/02/19","22:00","-0.012","-","-0.07"
"2023/02/19","22:06","0.013","-","0"
"2023/02/19","22:12","0.038","-","-0.02"
"2023/02/19","22:18","0.065","-","-0.03"
"2023/02/19","22:24","0.092","-","0"
"2023/02/19","22:30","0.12","-","0.03"
"2023/02/19","22:36","0.149","-","0"
"2023/02/19","22:42","0.179","-","0.04"
"2023/02/19","22:48","0.209","-","0.1"
"2023/02/19","22:54","0.239","-","0.1"
"2023/02/19","23:00","0.27","-","0.11"
"2023/02/19","23:06","0.301","-","0.14"
"2023/02/19","23:12","0.332","-","0.19"
"2023/02/19","23:18","0.364","-","0.21"
"2023/02/19","23:24","0.395","-","0.21"
"2023/02/19","23:30","0.426","-","0.26"
"2023/02/19","23:36","0.457","-","0.31"
"2023/02/19","23:42","0.487","-","0.34"
"2023/02/19","23:48","0.517","-","0.37"
"2023/02/19","23:54","0.546","-","0.4"
"2023/02/20","00:00","0.575","-","0.45"
"2023/02/20","00:06","0.603","-","0.47"
"2023/02/20","00:12","0.63","-","0.49"
"2023/02/20","00:18","0.656","-","0.52"
"2023/02/20","00:24","0.681","-","0.56"
"2023/02/20","00:30","0.705","-","0.56"
"2023/02/20","00:36","0.728","-","0.58"
"2023/02/20","00:42","0.749","-","0.63"
"2023/02/20","00:48","0.769","-","0.64"
"2023/02/20","00:54","0.788","-","0.64"
"2023/02/20","01:00","0.805","-","0.69"
"2023/02/20","01:06","0.821","-","0.73"
"2023/02/20","01:12","0.835","-","0.71"
"2023/02/20","01:18","0.847","-","0.74"
"2023/02/20","01:24","0.858","-","0.74"
"2023/02/20","01:30","0.866","-","0.79"
"2023/02/20","01:36","0.873","-","0.83"
"2023/02/20","01:42","0.878","-","0.82"
"2023/02/20","01:48","0.881","-","0.82"
"2023/02/20","01:54","0.882","-","0.85"
"2023/02/20","02:00","0.881","-","0.87"
"2023/02/20","02:06","0.879","-","0.86"
"2023/02/20","02:12","0.874","-","0.9"
"2023/02/20","02:18","0.867","-","0.92"
"2023/02/20","02:24","0.858","-","0.88"
"2023/02/20","02:30","0.848","-","0.85"
"2023/02/20","02:36","0.835","-","0.9"
"2023/02/20","02:42","0.821","-","0.9"
"2023/02/20","02:48","0.804","-","0.87"
"2023/02/20","02:54","0.786","-","0.9"
"2023/02/20","03:00","0.767","-","0.93"
"2023/02/20","03:06","0.746","-","0.84"
"2023/02/20","03:12","0.723","-","0.8"
"2023/02/20","03:18","0.698","-","0.8"
"2023/02/20","03:24","0.673","-","0.77"
"2023/02/20","03:30","0.646","-","0.74"
"2023/02/20","03:36","0.617","-","0.71"
"2023/02/20","03:42","0.588","-","0.71"
"2023/02/20","03:48","0.558","-","0.68"
"2023/02/20","03:54","0.526","-","0.63"
"2023/02/20","04:00","0.494","-","0.6"
"2023/02/20","04:06","0.461","-","0.6"
"2023/02/20","04:12","0.428","-","0.56"
"2023/02/20","04:18","0.394","-","0.53"
"2023/02/20","04:24","0.36","-","0.49"
"2023/02/20","04:30","0.325","-","0.45"
"2023/02/20","04:36","0.29","-","0.44"
"2023/02/20","04:42","0.256","-","0.39"
"2023/02/20","04:48","0.221","-","0.33"
"2023/02/20","04:54","0.187","-","0.31"
"2023/02/20","05:00","0.152","-","0.28"
"2023/02/20","05:06","0.118","-","0.27"
"2023/02/20","05:12","0.085","-","0.17"
"2023/02/20","05:18","0.052","-","0.12"
"2023/02/20","05:24","0.02","-","0.21"
"2023/02/20","05:30","-0.011","-","0.13"
"2023/02/20","05:36","-0.042","-","0.07"
"2023/02/20","05:42","-0.072","-","0.07"
"2023/02/20","05:48","-0.1","-","0.1"
"2023/02/20","05:54","-0.128","-","0.01"
"2023/02/20","06:00","-0.154","-","-0.02"
"2023/02/20","06:06","-0.179","-","-0.01"
"2023/02/20","06:12","-0.202","-","0"
"2023/02/20","06:18","-0.224","-","-0.06"
"2023/02/20","06:24","-0.245","-","-0.06"
"2023/02/20","06:30","-0.264","-","-0.05"
"2023/02/20","06:36","-0.281","-","-0.08"
"2023/02/20","06:42","-0.296","-","-0.1"
"2023/02/20","06:48","-0.31","-","-0.1"
"2023/02/20","06:54","-0.322","-","-0.07"
"2023/02/20","07:00","-0.332","-","-0.13"
"2023/02/20","07:06","-0.34","-","-0.19"
"2023/02/20","07:12","-0.345","-","-0.1"
"2023/02/20","07:18","-0.349","-","-0.04"
"2023/02/20","07:24","-0.351","-","-0.18"
"2023/02/20","07:30","-0.35","-","-0.17"
"2023/02/20","07:36","-0.347","-","-0.12"
"2023/02/20","07:42","-0.342","-","-0.11"
"2023/02/20","07:48","-0.335","-","-0.12"
"2023/02/20","07:54","-0.325","-","-0.13"
"2023/02/20","08:00","-0.313","-","-0.1"
"2023/02/20","08:06","-0.299","-","-0.08"
"2023/02/20","08:12","-0.282","-","-0.08"
"2023/02/20","08:18","-0.263","-","-0.05"
"2023/02/20","08:24","-0.242","-","-0.02"
"2023/02/20","08:30","-0.218","-","-0.04"
"2023/02/20","08:36","-0.192","-","-0.03"
"2023/02/20","08:42","-0.164","-","0.02"
"2023/02/20","08:48","-0.134","-","0.05"
"2023/02/20","08:54","-0.101","-","0.06"
"2023/02/20","09:00","-0.067","-","0.11"
"2023/02/20","09:06","-0.03","-","0.16"
"2023/02/20","09:12","0.009","-","0.19"
"2023/02/20","09:18","0.049","-","0.18"
"2023/02/20","09:24","0.092","-","0.21"
"2023/02/20","09:30","0.136","-","0.28"
"2023/02/20","09:36","0.182","-","0.34"
"2023/02/20","09:42","0.23","-","0.36"
"2023/02/20","09:48","0.279","-","0.39"
"2023/02/20","09:54","0.329","-","0.43"
"2023/02/20","10:00","0.381","-","0.48"
"2023/02/20","10:06","0.434","-","0.51"
"2023/02/20","10:12","0.488","-","0.57"
"2023/02/20","10:18","0.544","-","0.61"
"2023/02/20","10:24","0.6","-","0.67"
"2023/02/20","10:30","0.656","-","0.71"
"2023/02/20","10:36","0.714","-","0.78"
"2023/02/20","10:42","0.772","-","0.81"
"2023/02/20","10:48","0.83","-","0.86"
"2023/02/20","10:54","0.889","-","0.92"
"2023/02/20","11:00","0.948","-","0.97"
"2023/02/20","11:06","1.007","-","1.04"
"2023/02/20","11:12","1.066","-","1.06"
"2023/02/20","11:18","1.124","-","1.14"
"2023/02/20","11:24","1.183","-","1.19"
"2023/02/20","11:30","1.241","-","1.22"
"2023/02/20","11:36","1.298","-","1.28"
"2023/02/20","11:42","1.355","-","1.3"
"2023/02/20","11:48","1.411","-","1.39"
"2023/02/20","11:54","1.466","-","1.45"
"2023/02/20","12:00","1.52","-","1.45"
"2023/02/20","12:06","1.573","-","1.49"
"2023/02/20","12:12","1.625","-","1.57"
"2023/02/20","12:18","1.675","-","1.58"
"2023/02/20","12:24","1.724","-","1.61"
"2023/02/20","12:30","1.771","-","1.71"
"2023/02/20","12:36","1.817","-","1.75"
"2023/02/20","12:42","1.861","-","1.77"
"2023/02/20","12:48","1.903","-","1.82"
"2023/02/20","12:54","1.943","-","1.87"
"2023/02/20","13:00","1.981","-","1.87"
"2023/02/20","13:06","2.017","-","1.92"
"2023/02/20","13:12","2.051","-","1.98"
"2023/02/20","13:18","2.082","-","2.02"
"2023/02/20","13:24","2.11","-","2"
"2023/02/20","13:30","2.137","-","2.08"
"2023/02/20","13:36","2.16","-","2.1"
"2023/02/20","13:42","2.181","-","2.1"
"2023/02/20","13:48","2.2","-","2.15"
"2023/02/20","13:54","2.215","-","2.17"
"2023/02/20","14:00","2.228","-","2.18"
"2023/02/20","14:06","2.238","-","2.21"
"2023/02/20","14:12","2.245","-","2.2"
"2023/02/20","14:18","2.249","-","2.23"
"2023/02/20","14:24","2.25","-","2.23"
"2023/02/20","14:30","2.248","-","2.24"
"2023/02/20","14:36","2.243","-","2.26"
"2023/02/20","14:42","2.235","-","2.21"
"2023/02/20","14:48","2.225","-","2.25"
"2023/02/20","14:54","2.211","-","2.28"
"2023/02/20","15:00","2.195","-","2.27"
"2023/02/20","15:06","2.176","-","2.26"
"2023/02/20","15:12","2.154","-","2.28"
"2023/02/20","15:18","2.129","-","2.24"
"2023/02/20","15:24","2.102","-","2.23"
"2023/02/20","15:30","2.073","-","2.22"
"2023/02/20","15:36","2.04","-","2.2"
"2023/02/20","15:42","2.006","-","2.17"
"2023/02/20","15:48","1.969","-","2.15"
"2023/02/20","15:54","1.93","-","2.13"
"2023/02/20","16:00","1.889","-","2.03"
"2023/02/20","16:06","1.846","-","1.99"
"2023/02/20","16:12","1.801","-","1.97"
"2023/02/20","16:18","1.754","-","1.88"
"2023/02/20","16:24","1.706","-","1.84"
"2023/02/20","16:30","1.656","-","1.83"
"2023/02/20","16:36","1.605","-","1.77"
"2023/02/20","16:42","1.553","-","1.68"
"2023/02/20","16:48","1.5","-","1.63"
"2023/02/20","16:54","1.446","-","1.6"
"2023/02/20","17:00","1.391","-","1.52"
"2023/02/20","17:06","1.335","-","1.49"
"2023/02/20","17:12","1.278","-","1.45"
"2023/02/20","17:18","1.222","-","1.37"
"2023/02/20","17:24","1.164","-","1.32"
"2023/02/20","17:30","1.107","-","1.29"
"2023/02/20","17:36","1.05","-","1.24"
"2023/02/20","17:42","0.992","-","1.16"
"2023/02/20","17:48","0.935","-","1.13"
"2023/02/20","17:54","0.878","-","1.09"
"2023/02/20","18:00","0.822","-","1"
"2023/02/20","18:06","0.766","-","0.93"
"2023/02/20","18:12","0.71","-","0.88"
"2023/02/20","18:18","0.656","-","0.79"
"2023/02/20","18:24","0.602","-","0.73"
"2023/02/20","18:30","0.549","-","0.69"
"2023/02/20","18:36","0.498","-","0.63"
"2023/02/20","18:42","0.447","-","0.57"
"2023/02/20","18:48","0.398","-","0.52"
"2023/02/20","18:54","0.35","-","0.49"
"2023/02/20","19:00","0.303","-","0.45"
"2023/02/20","19:06","0.258","-","0.4"
"2023/02/20","19:12","0.215","-","0.36"
"2023/02/20","19:18","0.173","-","0.34"
"2023/02/20","19:24","0.133","-","0.28"
"2023/02/20","19:30","0.095","-","0.24"
"2023/02/20","19:36","0.059","-","0.21"
"2023/02/20","19:42","0.024","-","0.18"
"2023/02/20","19:48","-0.008","-","0.16"
"2023/02/20","19:54","-0.038","-","0.15"
"2023/02/20","20:00","-0.066","-","0.11"
"2023/02/20","20:06","-0.091","-","0.05"
"2023/02/20","20:12","-0.115","-","0.06"
"2023/02/20","20:18","-0.136","-","0.04"
"2023/02/20","20:24","-0.155","-","-0.01"
"2023/02/20","20:30","-0.171","-","-0.03"
"2023/02/20","20:36","-0.185","-","0.01"
"2023/02/20","20:42","-0.197","-","-0.02"
"2023/02/20","20:48","-0.206","-","-0.06"
"2023/02/20","20:54","-0.213","-","-0.08"
"2023/02/20","21:00","-0.218","-","-0.09"
"2023/02/20","21:06","-0.22","-","-0.12"
"2023/02/20","21:12","-0.22","-","-0.15"
"2023/02/20","21:18","-0.218","-","-0.07"
"2023/02/20","21:24","-0.213","-","-0.08"
"2023/02/20","21:30","-0.206","-","-0.11"
"2023/02/20","21:36","-0.197","-","-0.13"
"2023/02/20","21:42","-0.186","-","-0.09"
"2023/02/20","21:48","-0.173","-","-0.13"
"2023/02/20","21:54","-0.158","-","-0.15"
"2023/02/20","22:00","-0.141","-","-0.12"
"2023/02/20","22:06","-0.122","-","-0.07"
"2023/02/20","22:12","-0.101","-","-0.05"
"2023/02/20","22:18","-0.079","-","-0.08"
"2023/02/20","22:24","-0.055","-","-0.06"
"2023/02/20","22:30","-0.029","-","-0.07"
"2023/02/20","22:36","-0.003","-","-0.03"
"2023/02/20","22:42","0.025","-","-0.08"
"2023/02/20","22:48","0.055","-","0.01"
"2023/02/20","22:54","0.085","-","0.04"
"2023/02/20","23:00","0.116","-","0.06"
"2023/02/20","23:06","0.148","-","0.08"
"2023/02/20","23:12","0.181","-","0.11"
"2023/02/20","23:18","0.215","-","0.12"
"2023/02/20","23:24","0.249","-","0.14"
"2023/02/20","23:30","0.284","-","0.15"
"2023/02/20","23:36","0.319","-","0.21"
"2023/02/20","23:42","0.354","-","0.27"
"2023/02/20","23:48","0.39","-","0.3"
"2023/02/20","23:54","0.425","-","0.33"
"2023/02/21","00:00","0.46","-","0.37"
"2023/02/21","00:06","0.496","-","0.4"
"2023/02/21","00:12","0.531","-","0.38"
"2023/02/21","00:18","0.565","-","0.43"
"2023/02/21","00:24","0.599","-","0.52"
"2023/02/21","00:30","0.633","-","0.52"
"2023/02/21","00:36","0.666","-","0.52"
"2023/02/21","00:42","0.698","-","0.62"
"2023/02/21","00:48","0.73","-","0.65"
"2023/02/21","00:54","0.76","-","0.63"
"2023/02/21","01:00","0.789","-","0.69"
"2023/02/21","01:06","0.818","-","0.75"
"2023/02/21","01:12","0.845","-","0.76"
"2023/02/21","01:18","0.87","-","0.78"
"2023/02/21","01:24","0.895","-","0.83"
"2023/02/21","01:30","0.918","-","0.87"
"2023/02/21","01:36","0.939","-","0.88"
"2023/02/21","01:42","0.959","-","0.92"
"2023/02/21","01:48","0.977","-","0.98"
"2023/02/21","01:54","0.993","-","0.99"
"2023/02/21","02:00","1.008","-","0.99"
"2023/02/21","02:06","1.021","-","1.05"
"2023/02/21","02:12","1.031","-","1.07"
"2023/02/21","02:18","1.04","-","1.07"
"2023/02/21","02:24","1.047","-","1.1"
"2023/02/21","02:30","1.052","-","1.15"
"2023/02/21","02:36","1.055","-","1.17"
"2023/02/21","02:42","1.056","-","1.2"
"2023/02/21","02:48","1.054","-","1.19"
"2023/02/21","02:54","1.051","-","1.21"
"2023/02/21","03:00","1.046","-","1.2"
"2023/02/21","03:06","1.038","-","1.25"
"2023/02/21","03:12","1.029","-","1.24"
"2023/02/21","03:18","1.017","-","1.19"
"2023/02/21","03:24","1.004","-","1.19"
"2023/02/21","03:30","0.988","-","1.23"
"2023/02/21","03:36","0.971","-","1.19"
"2023/02/21","03:42","0.952","-","1.16"
"2023/02/21","03:48","0.931","-","1.19"
"2023/02/21","03:54","0.909","-","1.12"
"2023/02/21","04:00","0.885","-","1.08"
"2023/02/21","04:06","0.859","-","1.06"
"2023/02/21","04:12","0.832","-","1.04"
"2023/02/21","04:18","0.804","-","0.99"
